Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2019,3,19,23,30,0,0,4,2.5,143.83,0,0.18,1.2,1.7,147,45.07,14.2,940
2019,3,20,0,0,0,0,4,3.6,143.97,0,0.18,1.3,1.7,168,49.78,13.9,940
2019,3,20,0,30,0,0,8,3.6,142.78,0,0.18,1.3,1.7,175,50.76,13.6,940
2019,3,20,1,0,0,0,4,4.2,140.38,0,0.18,1.4,1.7,183,53.97,13.3,940
2019,3,20,1,30,0,0,4,4.2,136.98,0,0.18,1.4,1.6,185,54.32,13.2,940
2019,3,20,2,0,0,0,7,4.1,132.81,0,0.18,1.4,1.6,187,54.34,13.1,940
2019,3,20,2,30,0,0,7,4.1,128.05,0,0.18,1.4,1.5,185,54.69,13,940
2019,3,20,3,0,0,0,3,4,122.86,0,0.18,1.4,1.4,183,54.49,13,940
2019,3,20,3,30,0,0,7,4,117.36,0,0.18,1.4,1.3,177,55.57,12.7,940
2019,3,20,4,0,0,0,7,4,111.64,0,0.18,1.4,1.2,171,56.27,12.5,940
2019,3,20,4,30,0,0,7,4,105.76,0,0.18,1.3,1.2,166,56.63,12.4,940
2019,3,20,5,0,0,0,7,3.8,99.78,0,0.18,1.2,1.1,161,56.14,12.3,940
2019,3,20,5,30,0,0,6,3.8,93.75,0,0.18,1.2,1.1,160,54.33,12.8,940
2019,3,20,6,0,12,24,6,4.9,87.44,3,0.18,1.1,1.1,160,57.28,13.2,941
2019,3,20,6,30,44,104,6,4.9,81.54,3,0.18,1.1,1.1,161,54.74,13.9,941
2019,3,20,7,0,87,206,7,6.4,75.59,3,0.18,1.1,1.1,162,57.76,14.6,941
2019,3,20,7,30,155,313,6,6.4,69.71,0,0.18,1.3,1.2,169,55.23,15.3,941
2019,3,20,8,0,227,419,6,5.3,63.97,0,0.18,1.5,1.2,175,49.33,15.9,941
2019,3,20,8,30,313,520,7,5.3,58.43,0,0.18,1.8,1.2,177,47.48,16.5,941
2019,3,20,9,0,204,609,6,4.3,53.19,0,0.18,2.2,1.3,180,43.06,17,941
2019,3,20,9,30,559,689,7,4.3,48.35,0,0.18,2.6,1.3,182,41.73,17.5,941
2019,3,20,10,0,418,755,6,3.8,44.05,0,0.18,3.1,1.3,185,39.13,17.9,941
2019,3,20,10,30,160,804,7,3.8,40.49,0,0.18,3.3,1.4,188,38.65,18.1,941
2019,3,20,11,0,142,840,6,3,37.88,0,0.18,3.6,1.4,192,36.4,18.2,941
2019,3,20,11,30,310,860,6,3,36.43,0,0.18,3.7,1.4,196,36.63,18.1,941
2019,3,20,12,0,206,857,6,2.5,36.29,0,0.18,3.7,1.5,201,35.38,18,941
2019,3,20,12,30,298,842,9,2.5,37.46,3,0.18,3.9,1.5,205,35.82,17.8,941
2019,3,20,13,0,151,809,9,2.3,39.84,0,0.18,4,1.5,208,36.1,17.5,941
2019,3,20,13,30,94,761,6,2.3,43.21,0,0.18,4.1,1.5,211,36.79,17.2,941
2019,3,20,14,0,43,700,6,2.4,47.36,0,0.18,4.1,1.5,213,37.48,17,941
2019,3,20,14,30,143,624,6,2.4,52.1,0,0.18,4.1,1.5,216,38.69,16.5,941
2019,3,20,15,0,60,535,9,2.8,57.26,0,0.18,4,1.6,219,40.82,16.1,941
2019,3,20,15,30,100,438,6,2.8,62.74,0,0.18,4,1.6,219,40.82,16.1,941
2019,3,20,16,0,59,333,6,3.7,68.44,0,0.18,3.3,1.6,231,47.87,14.6,941
2019,3,20,16,30,10,226,6,3.7,74.29,3,0.18,2.7,1.6,239,51.4,13.5,941
2019,3,20,17,0,7,123,6,5.2,80.22,3,0.18,2.1,1.6,247,61.6,12.4,941
2019,3,20,17,30,4,37,7,5.2,86.15,3,0.18,1.9,1.6,254,64.14,11.8,942
2019,3,20,18,0,0,0,6,5.6,92.39,0,0.18,1.8,1.6,260,68.58,11.2,942
2019,3,20,18,30,0,0,6,5.6,98.42,0,0.18,1.6,1.6,267,69.95,10.9,942
2019,3,20,19,0,0,0,6,5.8,104.4,0,0.18,1.4,1.6,273,71.98,10.6,942
2019,3,20,19,30,0,0,6,5.8,110.29,0,0.18,1.3,1.6,280,72.95,10.4,942
2019,3,20,20,0,0,0,7,5.7,116.03,0,0.18,1.1,1.6,287,73.83,10.2,941
2019,3,20,20,30,0,0,8,5.7,121.56,0,0.18,1,1.6,292,74.32,10.1,941
2019,3,20,21,0,0,0,8,5.4,126.79,0,0.18,1,1.6,298,73.08,10,941
2019,3,20,21,30,0,0,4,5.4,131.62,0,0.18,1,1.6,305,73.57,9.9,941
2019,3,20,22,0,0,0,4,4.9,135.9,0,0.18,0.9,1.6,312,71.5,9.8,940
2019,3,20,22,30,0,0,4,4.9,139.44,0,0.18,0.7,1.6,159,71.03,9.9,940
2019,3,20,23,0,0,0,4,4.7,142.02,0,0.18,0.5,1.6,7,70.12,9.9,940
2019,3,20,23,30,0,0,4,4.7,143.45,0,0.18,0.7,1.6,52,70.59,9.8,940
2019,3,21,0,0,0,0,0,5.2,143.57,0,0.18,0.8,1.6,97,73.51,9.7,940
2019,3,21,0,30,0,0,3,5.2,142.37,0,0.18,0.8,1.6,123,74.5,9.5,940
2019,3,21,1,0,0,0,0,5.3,139.99,0,0.18,0.7,1.6,150,75.49,9.4,940
2019,3,21,1,30,0,0,1,5.3,136.6,0,0.18,0.9,1.5,179,77.54,9,940
2019,3,21,2,0,0,0,1,5.3,132.45,0,0.18,1,1.5,209,79.64,8.6,940
2019,3,21,2,30,0,0,4,5.3,127.7,0,0.18,1.1,1.5,219,80.72,8.4,940
2019,3,21,3,0,0,0,4,5.4,122.53,0,0.18,1.2,1.4,229,83.23,8.1,940
2019,3,21,3,30,0,0,4,5.4,117.04,0,0.18,1.4,1.4,233,84.37,7.9,940
2019,3,21,4,0,0,0,0,5.4,111.33,0,0.18,1.6,1.4,237,85.37,7.7,940
2019,3,21,4,30,0,0,0,5.4,105.46,0,0.18,1.8,1.3,238,86.63,7.5,941
2019,3,21,5,0,0,0,1,5.1,99.49,0,0.18,2.1,1.3,240,85.41,7.4,941
2019,3,21,5,30,0,0,4,5.1,93.45,0,0.18,3,1.3,239,81.44,8.1,941
2019,3,21,6,0,19,28,4,5.1,87.16,3,0.18,3.9,1.3,239,77.48,8.8,941
2019,3,21,6,30,83,110,4,5.1,81.25,3,0.18,4.5,1.2,240,73.42,9.6,941
2019,3,21,7,0,151,215,7,4.6,75.29,3,0.18,5.2,1.2,240,67.03,10.5,941
2019,3,21,7,30,234,323,7,4.6,69.41,3,0.18,5.3,1.2,236,63.15,11.4,941
2019,3,21,8,0,344,430,7,3.7,63.66,0,0.18,5.3,1.3,232,55.24,12.4,941
2019,3,21,8,30,454,531,7,3.7,58.11,0,0.18,5.3,1.3,227,52.83,13.1,942
2019,3,21,9,0,554,623,7,2.8,52.85,3,0.18,5.3,1.3,223,47.05,13.9,942
2019,3,21,9,30,464,703,7,2.8,47.99,0,0.18,5.3,1.3,222,45.21,14.5,941
2019,3,21,10,0,365,760,4,2.2,43.68,0,0.18,5.4,1.3,221,41.79,15.1,941
2019,3,21,10,30,560,812,4,2.2,40.1,0,0.18,5.4,1.3,221,40.73,15.5,941
2019,3,21,11,0,534,848,4,1.7,37.48,0,0.18,5.5,1.3,221,38.42,15.9,941
2019,3,21,11,30,690,867,7,1.7,36.03,0,0.18,5.5,1.3,221,37.69,16.2,941
2019,3,21,12,0,690,870,7,1.3,35.9,3,0.18,5.6,1.3,222,35.78,16.5,940
2019,3,21,12,30,503,854,4,1.3,37.1,0,0.18,5.7,1.3,223,35.55,16.6,940
2019,3,21,13,0,368,825,8,0.9,39.5,0,0.18,5.8,1.3,224,34.34,16.7,940
2019,3,21,13,30,779,779,0,0.9,42.91,0,0.18,5.9,1.2,226,34.78,16.5,940
2019,3,21,14,0,513,715,2,0.7,47.09,0,0.18,6,1.2,228,34.62,16.3,940
2019,3,21,14,30,293,638,3,0.7,51.85,0,0.18,6,1.2,230,35.52,15.9,940
2019,3,21,15,0,154,549,3,0.5,57.04,0,0.18,5.9,1.2,231,36.39,15.4,940
2019,3,21,15,30,451,451,0,0.5,62.53,0,0.18,5.9,1.2,231,36.39,15.4,940
2019,3,21,16,0,71,346,7,0.6,68.24,0,0.18,5.2,1.2,233,39.47,14.2,941
2019,3,21,16,30,47,237,3,0.6,74.1,3,0.18,4,1.2,233,42.11,13.2,941
2019,3,21,17,0,24,132,3,1.8,80.05,3,0.18,2.9,1.2,233,49.17,12.1,941
2019,3,21,17,30,8,42,4,1.7,85.98,3,0.18,2.4,1.2,232,51.83,11.3,941
2019,3,21,18,0,0,0,7,2.3,92.21,0,0.18,1.9,1.2,230,57.03,10.5,942
2019,3,21,18,30,0,0,4,2.3,98.25,0,0.18,1.8,1.2,229,58.57,10.1,942
2019,3,21,19,0,0,0,1,2.3,104.22,0,0.18,1.7,1.3,227,59.8,9.7,942
2019,3,21,19,30,0,0,0,2.3,110.1,0,0.18,1.6,1.3,225,61.02,9.4,942
2019,3,21,20,0,0,0,0,2.2,115.83,0,0.18,1.5,1.3,224,61.86,9.1,942
2019,3,21,20,30,0,0,0,2.2,121.34,0,0.18,1.5,1.3,223,63.12,8.8,942
2019,3,21,21,0,0,0,0,2,126.55,0,0.18,1.4,1.4,223,63.22,8.6,942
2019,3,21,21,30,0,0,8,2,131.36,0,0.18,1.4,1.4,224,64.08,8.4,942
2019,3,21,22,0,0,0,0,1.9,135.6,0,0.18,1.3,1.4,225,64.79,8.1,942
2019,3,21,22,30,0,0,0,1.9,139.11,0,0.18,1.3,1.4,227,65.67,7.9,942
2019,3,21,23,0,0,0,0,1.8,141.66,0,0.18,1.3,1.4,229,65.76,7.8,942
2019,3,21,23,30,0,0,7,1.8,143.06,0,0.18,1.3,1.4,230,66.66,7.6,942
2019,3,22,0,0,0,0,4,1.8,143.17,0,0.18,1.3,1.4,232,67.65,7.4,942
2019,3,22,0,30,0,0,7,1.8,141.97,0,0.18,1.3,1.4,232,68.11,7.3,942
2019,3,22,1,0,0,0,7,1.9,139.59,0,0.18,1.3,1.4,233,68.9,7.2,942
2019,3,22,1,30,0,0,1,1.9,136.23,0,0.18,1.3,1.4,232,69.85,7,942
2019,3,22,2,0,0,0,0,2,132.08,0,0.18,1.3,1.3,232,70.82,6.9,942
2019,3,22,2,30,0,0,0,2,127.36,0,0.18,1.3,1.3,232,71.79,6.7,942
2019,3,22,3,0,0,0,0,2.1,122.2,0,0.18,1.3,1.3,233,73.36,6.5,942
2019,3,22,3,30,0,0,0,2.1,116.73,0,0.18,1.3,1.3,233,74.37,6.3,942
2019,3,22,4,0,0,0,0,2.2,111.02,0,0.18,1.3,1.2,234,75.69,6.2,942
2019,3,22,4,30,0,0,0,2.2,105.16,0,0.18,1.3,1.2,235,76.29,6.1,943
2019,3,22,5,0,0,0,0,2.4,99.19,0,0.18,1.3,1.2,236,78.28,5.9,943
2019,3,22,5,30,0,0,0,2.4,93.16,0,0.18,1.6,1.1,237,71.6,7.2,943
2019,3,22,6,0,32,32,0,3.4,86.88,0,0.18,1.8,1.1,239,70.3,8.5,944
2019,3,22,6,30,120,120,0,3.4,80.96,0,0.18,2.3,1.1,241,62.72,10.2,944
2019,3,22,7,0,225,225,0,3.2,74.99,0,0.18,2.7,1.1,244,55.26,11.9,944
2019,3,22,7,30,335,335,0,3.2,69.1,0,0.18,2.5,1.1,251,50.43,13.3,944
2019,3,22,8,0,442,442,0,2.5,63.34,0,0.18,2.2,1.1,258,43.73,14.7,945
2019,3,22,8,30,542,542,0,2.5,57.78,0,0.18,1.9,1.1,263,40.76,15.8,945
2019,3,22,9,0,633,633,0,1.7,52.51,0,0.18,1.6,1.1,268,36.29,16.8,945
2019,3,22,9,30,713,713,0,1.7,47.63,0,0.18,1.5,1.1,267,34.47,17.6,944
2019,3,22,10,0,780,780,0,1.2,43.3,0,0.18,1.4,1.1,265,31.65,18.4,944
2019,3,22,10,30,832,832,0,1.2,39.71,0,0.18,1.4,1.1,262,30.3,19.1,944
2019,3,22,11,0,867,867,0,0.8,37.08,0,0.18,1.4,1.1,259,28.18,19.7,944
2019,3,22,11,30,886,886,0,0.8,35.63,0,0.18,1.5,1.1,254,27.32,20.2,944
2019,3,22,12,0,888,888,0,0.3,35.51,0,0.18,1.6,1.1,250,25.71,20.6,943
2019,3,22,12,30,872,872,0,0.3,36.73,0,0.18,1.6,1.1,246,25.24,20.9,943
2019,3,22,13,0,834,834,0,-0.2,39.17,0,0.18,1.6,1.1,243,24.11,21.1,943
2019,3,22,13,30,785,785,0,-0.2,42.61,0,0.18,1.7,1.1,242,23.94,21.2,942
2019,3,22,14,0,722,722,0,-0.5,46.82,0,0.18,1.8,1.1,241,23.39,21.2,942
2019,3,22,14,30,644,644,0,-0.5,51.61,0,0.18,1.9,1.1,240,23.68,21,942
2019,3,22,15,0,555,555,0,-0.6,56.82,0,0.18,2,1.1,240,24.04,20.7,942
2019,3,22,15,30,456,456,0,-0.6,62.33,0,0.18,2,1.1,240,24.04,20.7,942
2019,3,22,16,0,348,348,1,0.2,68.05,0,0.18,2.2,1.1,242,27.36,19.5,943
2019,3,22,16,30,239,239,0,0.2,73.92,0,0.18,1.6,1.1,240,30.62,17.7,943
2019,3,22,17,0,131,131,0,4.2,79.87,0,0.18,1.1,1.1,238,45.66,15.9,943
2019,3,22,17,30,42,42,0,4.2,85.82,0,0.18,1,1.1,233,47.79,15.2,944
2019,3,22,18,0,0,0,3,4,92.04,0,0.18,1,1.1,228,49.28,14.5,944
2019,3,22,18,30,0,0,3,4,98.07,0,0.18,1,1.1,224,49.6,14.4,944
2019,3,22,19,0,0,0,7,3,104.04,0,0.18,1,1.1,220,46.36,14.4,944
2019,3,22,19,30,0,0,3,3,109.91,0,0.18,0.9,1.1,215,46.66,14.3,944
2019,3,22,20,0,0,0,7,2,115.62,0,0.18,0.9,1.2,210,43.56,14.2,944
2019,3,22,20,30,0,0,7,2,121.12,0,0.18,0.9,1.2,205,44.7,13.8,944
2019,3,22,21,0,0,0,7,1.7,126.31,0,0.18,1,1.2,201,44.87,13.4,944
2019,3,22,21,30,0,0,7,1.7,131.09,0,0.18,1.1,1.2,204,46.36,12.9,944
2019,3,22,22,0,0,0,7,1.9,135.3,0,0.18,1.1,1.2,208,48.9,12.4,944
2019,3,22,22,30,0,0,7,1.9,138.78,0,0.18,1.1,1.3,211,49.54,12.2,944
2019,3,22,23,0,0,0,3,2.2,141.3,0,0.18,1.1,1.3,215,51.57,11.9,944
2019,3,22,23,30,0,0,7,2.2,142.68,0,0.18,1.1,1.3,220,52.25,11.7,944
2019,3,23,0,0,0,0,7,2.2,142.77,0,0.18,1.1,1.3,225,52.85,11.5,944
2019,3,23,0,30,0,0,6,2.2,141.57,0,0.18,1.1,1.3,226,53.56,11.3,944
2019,3,23,1,0,0,0,6,2.1,139.2,0,0.18,1.1,1.3,228,53.81,11.1,944
2019,3,23,1,30,0,0,7,2.1,135.85,0,0.18,1.1,1.3,228,54.17,11,944
2019,3,23,2,0,0,0,7,2,131.72,0,0.18,1.1,1.2,227,54.45,10.8,944
2019,3,23,2,30,0,0,7,2,127.01,0,0.18,1.1,1.3,226,54.82,10.7,944
2019,3,23,3,0,0,0,7,1.9,121.87,0,0.18,1.1,1.3,226,55.42,10.5,944
2019,3,23,3,30,0,0,7,1.9,116.41,0,0.18,1.1,1.3,225,55.79,10.4,944
2019,3,23,4,0,0,0,7,1.9,110.71,0,0.18,1.1,1.3,224,55.97,10.3,944
2019,3,23,4,30,0,0,8,1.9,104.86,0,0.18,1.1,1.3,220,56.34,10.2,944
2019,3,23,5,0,0,0,8,1.8,98.9,0,0.18,1.1,1.3,216,56.21,10.1,944
2019,3,23,5,30,0,0,7,1.8,92.86,0,0.18,1.1,1.3,210,53.3,10.9,944
2019,3,23,6,0,32,34,7,3.5,86.6,3,0.18,1,1.4,204,57.44,11.6,944
2019,3,23,6,30,73,121,4,3.5,80.67,3,0.18,1.7,1.4,200,51.39,13.3,944
2019,3,23,7,0,200,225,8,2.2,74.7,0,0.18,2.5,1.4,196,42.02,15,944
2019,3,23,7,30,288,333,7,2.2,68.8,3,0.18,3,1.4,194,38.92,16.2,944
2019,3,23,8,0,437,437,0,2.2,63.03,0,0.18,3.6,1.4,192,36.15,17.4,944
2019,3,23,8,30,536,536,0,2.2,57.46,0,0.18,3.9,1.4,192,34.38,18.2,944
2019,3,23,9,0,547,626,7,2.4,52.17,0,0.18,4.2,1.4,192,33.02,19,944
2019,3,23,9,30,515,706,7,2.4,47.28,3,0.18,4.4,1.4,194,31.81,19.6,944
2019,3,23,10,0,657,766,7,2.3,42.93,0,0.18,4.6,1.3,195,30.61,20.2,944
2019,3,23,10,30,691,817,7,2.3,39.32,3,0.18,4.7,1.3,198,29.65,20.7,943
2019,3,23,11,0,723,850,7,2,36.68,3,0.18,4.9,1.3,201,28.07,21.2,943
2019,3,23,11,30,868,868,0,2,35.23,0,0.18,5.1,1.3,206,27.39,21.6,943
2019,3,23,12,0,867,867,0,1.5,35.13,1,0.18,5.4,1.3,211,25.86,22,942
2019,3,23,12,30,851,851,0,1.5,36.37,0,0.18,5.6,1.3,214,25.55,22.2,942
2019,3,23,13,0,697,832,7,1.1,38.84,3,0.18,5.8,1.3,218,24.43,22.4,941
2019,3,23,13,30,652,783,7,1.1,42.31,3,0.18,6,1.3,221,24.57,22.3,941
2019,3,23,14,0,593,720,7,0.7,46.55,3,0.18,6.2,1.3,224,23.97,22.3,941
2019,3,23,14,30,642,642,0,0.7,51.37,0,0.18,6.2,1.3,226,24.56,21.9,941
2019,3,23,15,0,550,550,0,0.7,56.6,0,0.18,6.3,1.3,228,25.08,21.5,941
2019,3,23,15,30,451,451,0,0.7,62.13,0,0.18,6.3,1.3,228,25.08,21.5,941
2019,3,23,16,0,346,346,0,1.1,67.87,0,0.18,5.7,1.2,234,28.55,19.9,941
2019,3,23,16,30,238,238,0,1.1,73.74,0,0.18,5,1.2,237,31.34,18.4,941
2019,3,23,17,0,134,134,0,2.4,79.7,0,0.18,4.3,1.1,239,37.74,16.9,941
2019,3,23,17,30,44,44,0,2.4,85.65,0,0.18,4.1,1.1,243,40.99,15.6,941
2019,3,23,18,0,0,0,0,3.3,91.87,0,0.18,3.9,1.1,246,47.13,14.4,941
2019,3,23,18,30,0,0,0,3.3,97.89,0,0.18,3.9,1,246,49.05,13.8,942
2019,3,23,19,0,0,0,0,4,103.86,0,0.18,3.9,1,247,53.89,13.1,942
2019,3,23,19,30,0,0,0,4,109.72,0,0.18,4,0.9,245,55.31,12.7,942
2019,3,23,20,0,0,0,0,4.4,115.42,0,0.18,4,0.9,242,58.69,12.3,942
2019,3,23,20,30,0,0,0,4.4,120.89,0,0.18,4.1,0.8,240,60.65,11.8,942
2019,3,23,21,0,0,0,3,4.6,126.07,0,0.18,4.2,0.8,239,63.3,11.3,942
2019,3,23,21,30,0,0,0,4.6,130.82,0,0.18,4.1,0.7,237,65.43,10.8,942
2019,3,23,22,0,0,0,0,4.5,135.01,0,0.18,4,0.7,236,67.75,10.2,942
2019,3,23,22,30,0,0,0,4.5,138.45,0,0.18,3.8,0.7,236,70.05,9.7,942
2019,3,23,23,0,0,0,0,4.4,140.94,0,0.18,3.6,0.7,237,72.28,9.1,942
2019,3,23,23,30,0,0,0,4.4,142.29,0,0.18,3.2,0.7,238,74.25,8.7,942
2019,3,24,0,0,0,0,0,4.3,142.37,0,0.18,2.8,0.8,239,75.96,8.3,943
2019,3,24,0,30,0,0,0,4.3,141.17,0,0.18,2.5,0.8,242,77.52,8,943
2019,3,24,1,0,0,0,0,4.3,138.81,0,0.18,2.2,0.9,246,79.58,7.6,943
2019,3,24,1,30,0,0,0,4.3,135.47,0,0.18,2,0.9,250,80.68,7.4,943
2019,3,24,2,0,0,0,0,4.3,131.36,0,0.18,1.8,1,255,81.85,7.2,943
2019,3,24,2,30,0,0,0,4.3,126.67,0,0.18,1.6,1,260,82.41,7.1,943
2019,3,24,3,0,0,0,0,4.2,121.54,0,0.18,1.5,1,266,82.51,7,944
2019,3,24,3,30,0,0,0,4.2,116.09,0,0.18,1.4,1,272,83.08,6.9,944
2019,3,24,4,0,0,0,0,4,110.41,0,0.18,1.3,1,279,81.87,6.9,944
2019,3,24,4,30,0,0,0,4,104.56,0,0.18,1.2,1,288,81.96,6.9,945
2019,3,24,5,0,0,0,0,3.7,98.6,0,0.18,1.2,0.9,297,79.63,7,945
2019,3,24,5,30,0,0,0,3.7,92.57,0,0.18,1.2,0.9,307,71.92,8.5,945
2019,3,24,6,0,37,37,0,4.3,86.32,0,0.18,1.1,0.8,317,67.69,10,946
2019,3,24,6,30,125,125,0,4.3,80.37,0,0.18,1.7,0.8,161,60.08,11.8,946
2019,3,24,7,0,231,231,0,2.8,74.4,0,0.18,2.3,0.8,5,47.82,13.7,946
2019,3,24,7,30,342,342,0,2.8,68.49,0,0.18,2.6,0.8,17,44.3,14.9,947
2019,3,24,8,0,453,453,0,0.4,62.71,0,0.18,2.8,0.7,29,34.28,16.2,947
2019,3,24,8,30,555,555,0,0.4,57.13,0,0.18,2.4,0.7,29,32.38,17.1,947
2019,3,24,9,0,647,647,0,-0.7,51.83,0,0.18,2.1,0.7,28,28.37,17.9,948
2019,3,24,9,30,728,728,0,-0.7,46.92,0,0.18,1.8,0.7,25,26.98,18.7,948
2019,3,24,10,0,796,796,0,-1.6,42.56,0,0.18,1.5,0.7,22,24.03,19.5,948
2019,3,24,10,30,849,849,0,-1.6,38.93,0,0.18,1.2,0.7,21,23.01,20.2,948
2019,3,24,11,0,883,883,0,-2.5,36.28,0,0.18,1,0.7,21,20.59,20.9,947
2019,3,24,11,30,902,902,0,-2.5,34.83,0,0.18,0.9,0.7,31,19.97,21.4,947
2019,3,24,12,0,903,903,0,-3.4,34.74,0,0.18,0.7,0.7,40,18.14,21.9,947
2019,3,24,12,30,886,886,0,-3.4,36.01,0,0.18,0.7,0.7,58,17.81,22.2,947
2019,3,24,13,0,848,848,0,-4.1,38.51,0,0.18,0.7,0.7,77,16.46,22.6,947
2019,3,24,13,30,798,798,0,-4.1,42.01,0,0.18,0.8,0.7,86,16.44,22.6,946
2019,3,24,14,0,734,734,0,-4.7,46.29,0,0.18,0.9,0.7,95,15.68,22.7,946
2019,3,24,14,30,655,655,0,-4.7,51.13,0,0.18,1.1,0.7,102,15.87,22.5,946
2019,3,24,15,0,565,565,0,-5.1,56.38,0,0.18,1.2,0.7,110,15.55,22.3,946
2019,3,24,15,30,464,464,0,-5.1,61.93,0,0.18,1.2,0.7,110,15.55,22.3,946
2019,3,24,16,0,359,359,0,-3.2,67.68,0,0.18,1.3,0.6,119,19.37,21.1,946
2019,3,24,16,30,130,248,7,-3.2,73.57,3,0.18,1.1,0.6,121,21.79,19.2,947
2019,3,24,17,0,71,140,7,2.8,79.53,3,0.18,1,0.6,122,37.71,17.4,947
2019,3,24,17,30,26,47,8,2.8,85.48,3,0.18,1.1,0.6,125,39.91,16.5,947
2019,3,24,18,0,0,0,3,0.8,91.7,0,0.18,1.2,0.6,127,36.56,15.6,947
2019,3,24,18,30,0,0,7,0.8,97.72,0,0.18,1.2,0.6,127,37.07,15.4,948
2019,3,24,19,0,0,0,0,-0.3,103.68,0,0.18,1.2,0.6,126,34.76,15.2,948
2019,3,24,19,30,0,0,0,-0.3,109.52,0,0.18,1.2,0.5,122,34.98,15.1,948
2019,3,24,20,0,0,0,0,-1.3,115.21,0,0.18,1.1,0.5,117,32.76,15,948
2019,3,24,20,30,0,0,0,-1.2,120.67,0,0.18,1.1,0.5,109,33.22,14.8,949
2019,3,24,21,0,0,0,0,-1.8,125.82,0,0.18,1,0.5,102,32.32,14.6,949
2019,3,24,21,30,0,0,0,-1.8,130.55,0,0.18,1,0.5,91,33.12,14.2,948
2019,3,24,22,0,0,0,0,-2.1,134.71,0,0.18,1,0.5,80,33.22,13.8,948
2019,3,24,22,30,0,0,0,-2.1,138.12,0,0.18,1,0.5,67,34.31,13.3,948
2019,3,24,23,0,0,0,0,-2.1,140.58,0,0.18,1,0.5,54,35.61,12.8,948
2019,3,24,23,30,0,0,0,-2.1,141.91,0,0.18,1.1,0.5,43,37.04,12.2,948
2019,3,25,0,0,0,0,0,-1.9,141.97,0,0.18,1.2,0.5,31,38.97,11.6,948
2019,3,25,0,30,0,0,0,-1.9,140.77,0,0.18,1.2,0.5,22,40.28,11.1,948
2019,3,25,1,0,0,0,0,-2,138.42,0,0.18,1.3,0.5,14,41.44,10.6,948
2019,3,25,1,30,0,0,0,-2,135.09,0,0.18,1.4,0.5,11,42.84,10.1,948
2019,3,25,2,0,0,0,0,-2.2,131,0,0.18,1.4,0.5,8,43.17,9.7,948
2019,3,25,2,30,0,0,0,-2.2,126.32,0,0.18,1.5,0.5,8,44.34,9.3,948
2019,3,25,3,0,0,0,0,-2.6,121.2,0,0.18,1.5,0.4,8,44.8,8.8,948
2019,3,25,3,30,0,0,0,-2.6,115.77,0,0.18,1.5,0.4,10,46.02,8.4,948
2019,3,25,4,0,0,0,0,-2.9,110.1,0,0.18,1.5,0.4,13,45.74,8.1,948
2019,3,25,4,30,0,0,0,-2.9,104.26,0,0.18,1.5,0.4,14,47,7.7,948
2019,3,25,5,0,0,0,0,-3.1,98.3,0,0.18,1.5,0.4,14,47.23,7.4,948
2019,3,25,5,30,0,0,0,-3.1,92.28,0,0.18,1.5,0.4,15,43.54,8.6,948
2019,3,25,6,0,43,43,0,-0.4,86.04,0,0.18,1.5,0.4,15,48.9,9.8,948
2019,3,25,6,30,136,136,0,-0.4,80.08,0,0.18,2.3,0.4,13,42.54,11.9,948
2019,3,25,7,0,127,247,7,-2.9,74.1,3,0.18,3.2,0.4,11,30.89,14,949
2019,3,25,7,30,360,360,0,-2.9,68.19,0,0.18,3.1,0.4,20,28.05,15.5,949
2019,3,25,8,0,471,471,0,-3.7,62.4,0,0.18,3.1,0.4,29,24.17,16.9,949
2019,3,25,8,30,570,570,0,-3.7,56.81,0,0.18,2.9,0.5,48,22.14,18.3,949
2019,3,25,9,0,663,663,0,-4.5,51.49,0,0.18,2.8,0.5,66,19.2,19.6,948
2019,3,25,9,30,745,745,0,-4.5,46.57,0,0.18,2.6,0.5,77,18.38,20.3,948
2019,3,25,10,0,797,797,0,-4.4,42.18,0,0.18,2.4,0.5,88,17.83,21,948
2019,3,25,10,30,849,849,0,-4.4,38.55,0,0.18,2.1,0.5,99,17.19,21.6,948
2019,3,25,11,0,885,885,0,-4.3,35.88,0,0.18,1.8,0.5,110,16.77,22.1,947
2019,3,25,11,30,898,898,0,-4.3,34.43,0,0.18,1.5,0.6,125,16.27,22.6,947
2019,3,25,12,0,901,901,0,-4.2,34.35,0,0.18,1.2,0.6,140,15.89,23.1,947
2019,3,25,12,30,883,883,0,-4.2,35.65,0,0.18,1.2,0.6,154,15.59,23.4,946
2019,3,25,13,0,860,860,0,-4.3,38.18,0,0.18,1.1,0.6,168,15.16,23.8,946
2019,3,25,13,30,810,810,0,-4.3,41.72,0,0.18,1.2,0.6,169,14.98,24,946
2019,3,25,14,0,744,744,0,-4.4,46.02,0,0.18,1.3,0.6,169,14.77,24.1,945
2019,3,25,14,30,665,665,0,-4.4,50.89,0,0.18,1.5,0.6,162,14.86,24,945
2019,3,25,15,0,574,574,0,-4.2,56.17,0,0.18,1.7,0.6,154,15.24,23.8,944
2019,3,25,15,30,473,473,0,-4.2,61.73,0,0.18,1.7,0.6,154,15.24,23.8,944
2019,3,25,16,0,365,365,0,-1.3,67.49,0,0.18,1.4,0.6,140,20.38,22.6,944
